State,Company,CIQID,Year,EBITDA,YearRev,Year2Rev,Year3Rev,YearOpExp,Year2OpExp,Year3OpExp,YearCapex,Year2Capex,Year3Capex,YearDiv,Year2Div,Year3Div,YearROE,Year2ROE,Year3ROE,YearDebt_EBITDA,Year2Debt_EBITDA,Year3Debt_EBITDA,YearFFO_Debt,Year2FFO_Debt,Year3FFO_Debt
OH,Abercrombie & Fitch Co.,IQ353867,2015,747.172,3744.03,4116.897,4510.805,3359.102,3754.119,3904.92,174.624,163.924,339.862,57.362,63.942,57.851,3.32272,3.07958,12.8785,4.33044,4.41793,3.10862,14.73128,14.38228,20.93157
TN,"Scripps Networks Interactive, Inc.",IQ6469353,2015,1404.2945,2665.456,2530.809,2307.182,1544.565,1430.03,1265.555,53.775,72.89,63.416,329.803,1384.488,1384.216,31.32459,25.76936,36.30126,1.55582,1.09099,1.36903,46.44081,68.71768,42.30187
TX,"Brinker International, Inc.",IQ260858,2015,584.8985,2905.452,2846.098,2820.722,2481.395,2444.179,2458.051,161.066,131.531,125.226,63.395,780.121,587.89,145.01132,71.14474,40.39408,2.38479,2.41058,2.23839,31.12355,32.10174,35.76056
NY,Warner Music Group Corp.,IQ734078,2015,491.5,3027,2871,2780,2687,2538,2427,76,34,32,0,2854,2206,-56.15315,-23.95644,-10.98039,8.47683,7.84152,6.15879,2.97397,2.74084,5.63774
TN,Regal Entertainment Group,IQ33710,2015,1009.95,2990.1,3038.1,2824.2,2476.5,2498.1,2306.9,156.6,111.9,89,294.8,2189.3,1919,-13.1327,-22.36562,-22.81573,4.62522,4.68727,4.58572,13.70402,11.99029,13.92757
GA,"Carter's, Inc.",IQ3004786,2015,612.7565,2933.024,2675.963,2418.983,2525.655,2343.309,2117.524,107.003,220.532,83.398,40.477,586,186,26.17561,19.02574,17.99364,1.80009,2.05938,1.00916,37.43356,33.57283,64.63522
KY,"Tempur Sealy International, Inc.",IQ3289679,2015,429.4,2989.8,2464.3,1402.9,2637.2,2145.9,1118.3,47.5,40,50.5,0,1798.3,1027,67.78712,111.56849,402.32808,4.46782,4.6748,2.9506,11.16803,9.64745,22.52138
KS,"AMC Entertainment Holdings, Inc.",IQ34874958,2015,927.0695,2695.39,2749.428,2654.007,2300.848,2362.877,2277.615,210.901,260.823,167.142,58.504,2069.672,2070.671,4.21856,31.80876,2.62202,5.3122,5.7137,6.02642,12.28306,10.66353,9.32456
NY,Time Inc.,IQ639301,2015,547.5,3281,3354,3436,2957,2831,2847,41,34,34,21,38,36,2.517,4.82825,6.02382,4.35375,0.67265,0.68318,15.26449,119.01564,116.49019
TX,"Fossil Group, Inc.",IQ317037,2015,552.6835,3509.691,3259.971,2857.508,2836.846,2610.689,2303.132,94.763,95.234,122.804,10.317,489.804,68.74,36.81409,32.85119,29.35724,1.37325,1.17842,0.75747,52.79493,60.87187,99.03718
TX,"Rent-A-Center, Inc.",IQ33765,2015,430.728,3157.796,3094.018,3075.671,2872.335,2759.029,2683.393,83.785,108.367,102.453,48.663,916.275,687.5,7.07616,9.17814,12.72629,3.22668,2.74781,2.06484,24.48806,27.41818,34.69812
PA,"Penn National Gaming, Inc.",IQ335919,2015,779.6385,2590.527,2777.886,2899.465,1906.713,2088.152,2211.528,227.245,198.513,464.585,0,1017.397,2649.073,29.20438,-69.73767,10.03993,6.89531,6.21177,5.3659,5.13589,10.14672,13.52159
TX,Service Corporation International,IQ302617,2015,812.6035,2994.012,2556.382,2410.481,2265.995,1925.944,1821.636,144.499,113.084,115.628,71.517,3125.548,1916.621,12.15566,10.3222,10.99422,4.08326,5.16744,3.29399,15.32598,14.19215,22.51759
AZ,Meritage Homes Corporation,IQ178296,2015,279.859,2186.336,1823.488,1188.111,1971.564,1628.812,1129.269,20.788,15.783,10.863,0,921.048,722.797,14.58223,16.21045,17.7772,3.22095,2.78925,6.18458,16.99513,20.92044,7.63768
NY,Univision Communications Inc.,IQ352350,2015,1233.55,2911.4,2627.4,2442,1773.1,1614.2,1592.5,133.4,179.2,99.5,17.2,9368,8997.7,-1.34034,-20.05354,-0.0517,9.07077,10.3574,11.61809,5.53807,3.96309,3.15998
TX,"Cinemark Holdings, Inc.",IQ32389646,2015,934.579,2626.99,2682.894,2473.531,2081.617,2099.639,1939.123,244.705,259.67,220.727,115.625,1826.753,1754.464,17.46062,13.63682,16.03157,3.37963,3.58532,3.44605,19.35382,16.02353,17.24409
TN,Genesco Inc.,IQ274846,2015,492.331,2859.844,2624.972,2604.817,2615.962,2393.055,2369.857,103.111,98.456,71.737,0,45.007,31.931,10.40327,10.71614,14.606,1.8782,2.11534,2.09356,39.75802,34.78213,34.09507
OH,Cooper Tire & Rubber Company,IQ263686,2015,558.5655,3424.809,3439.233,4200.836,2985.185,3063.768,3674.958,143.163,177.38,198.221,25.538,312.897,336.142,23.2826,11.69,27.43823,1.71229,1.72277,1.53594,35.17688,40.64247,42.46657
MD,"Marriott International, Inc.",IQ31148,2015,1793.5,2741,2493,2409,12489,11717,10729,378,264,409,223,3147,2528,-41.65975,-46.37037,-55.2759,2.82672,3.16555,2.92293,24.68961,22.02726,29.69089
NV,Scientific Games Corporation,IQ25304,2015,1000.65,1786.4,1090.9,940.602,1504.8,906.8,729.024,238.3,165.8,111.332,0,3164.1,1451.7,-123.67379,-6.92087,-15.49205,20.93936,11.8559,4.76797,1.12199,4.26957,13.78481
NJ,"Hovnanian Enterprises, Inc.",IQ279534,2015,168.522,2063.38,1851.253,1485.353,1953.923,1739.577,1446.288,3.423,1.558,5.059,0,1636.19,1619.472,-74.76519,-5.26334,10.56922,10.4129,9.59282,16.15714,2.1313,3.31751,-0.06064
PA,"The Bon-Ton Stores, Inc.",IQ321590,2015,205.1985,2822.896,2834.06,2978.836,2679.989,2668.035,2810.065,90.418,77.108,73.57,3.956,768.864,814.271,-6.46927,-2.9812,-17.79673,6.12185,5.24246,5.47657,9.26396,11.14062,10.04747
NY,AMC Networks Inc.,IQ679630,2015,852.197,2175.641,1591.858,1352.577,1560.24,955.024,904.359,39.739,24.303,18.557,0,2169.896,2175.452,-56.0272,-39.99502,-14.19399,4.67632,4.22118,4.77029,12.61755,18.56761,7.89682
CT,Starwood Hotels & Resorts Worldwide Inc.,IQ341584,2015,1013.45,3083,3060,3018,2106,2309,2710,322,357,355,735,1523,1656,26.30933,17.37125,15.41742,2.70586,1.84251,2.21106,27.20358,36.35523,27.57772
TN,"The ServiceMaster Company, LLC",IQ302707,2015,601.5,2457,2293,3193.281,1948,1869,2670.928,35,39,73.228,0,3867,3909.039,21.25604,14.17621,-79.14737,5.99972,8.89965,7.3386,9.63735,5.01234,7.52465
PA,"GNC Holdings, Inc.",IQ30009227,2015,667.1875,2613.154,2630.308,2429.983,2119.437,2110.015,1951.05,70.455,50.247,41.93,57.491,1341.656,1094.745,32.56152,31.22269,25.82057,2.76173,2.56915,2.36725,23.56415,25.38441,27.18768
MD,"Sinclair Broadcast Group, Inc.",IQ526950,2015,743.8465,1976.558,1363.131,1061.679,1253.12,897.737,647.229,81.458,43.388,44.263,69.287,2966.402,2210.866,51.50828,44.31322,-121.1137,5.54804,5.91498,5.32997,11.11065,10.58554,10.5793
MO,"Caleres, Inc.",IQ256893,2015,333.319,2571.709,2513.113,2477.796,2389.86,2352.907,2348.035,44.952,43.968,55.801,12.237,198.823,198.633,16.28327,12.01094,8.45615,2.23316,2.32154,2.73325,33.2785,32.98477,29.43033
IL,Hyatt Hotels Corporation,IQ13103664,2015,708,2708,2562,2406,2075,1984,1894,246,224,297,0,1289,1229,7.32227,4.3125,1.82214,1.90565,2.49786,1.57733,30.3795,26.70463,59.0052
MI,"Wolverine World Wide, Inc.",IQ315210,2015,339.65,2761.1,2691.1,1640.8,2477.9,2442.6,1499.4,30,41.7,14.942,24,1096.7,1220.8,15.03021,13.56764,13.21822,2.89033,3.51602,6.88416,22.30982,18.52874,10.60965
VA,Graham Holdings Company,IQ91675,2015,335.087,3535.166,3487.864,3995.622,2887.918,2892.233,3449.51,237.292,224.093,217.995,68.114,448.655,454.951,28.46704,6.4312,1.8862,0.4465,0.45103,0.88407,101.24698,173.52823,82.45176
NY,"J. Crew Group, Inc.",IQ30345,2015,364.4725,2579.695,2428.257,2227.717,2345.328,2089.626,1891.783,127.874,131.225,132.01,27.73,1600.266,1609.358,-77.09283,7.7237,8.47125,7.10197,5.95183,5.0577,7.6564,7.87721,10.61927
UT,Vista Outdoor Inc.,IQ262788142,2015,368.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,Party City Holdings Inc.,IQ24064917,2015,498.893,2271.257,2045.113,1913.826,1944.213,1781.377,1723.709,78.241,61.241,45.24,0,1788.246,1805.028,8.31942,1.53666,-3.53752,5.83906,6.46848,6.00268,8.5127,8.01534,10.14113
NY,"G-III Apparel Group, Ltd.",IQ274166,2015,293.685,2116.855,1718.231,0,1931.586,1573.728,0,42.566,29.283,0,0,22.053,0,17.18522,16.24337,0,0.81528,1.52492,0,81.56874,41.8996,0
NV,"Pinnacle Entertainment, Inc.",IQ278271,2015,629.431,2210.543,1487.836,1002.836,1659.008,1234.993,783.452,227.961,289.341,279.164,0,4364.045,1437.251,15.59175,-40.35283,-2.73914,6.81227,11.72214,5.87206,8.39809,4.42101,8.8491
FL,Tupperware Brands Corporation,IQ347586,2015,437.8,2606.1,2671.6,2583.8,2174.7,2217.8,2150.8,69.4,69,75.6,133.5,604.5,397.5,97.74333,74.91803,39.39178,1.98871,1.85338,1.52444,31.48242,37.49834,41.9777
CA,"Guitar Center Holdings, Inc.",IQ137473586,2015,0,0,0,2139.191,0,0,1952.119,0,0,67.468,0,0,1445.654,0,0,63.56066,0,0,7.1767,0,0,4.11895
NV,Boyd Gaming Corporation,IQ327880,2015,567.0345,2142.255,2198.738,1796.606,2148.605,2327.341,2065.329,136.519,121.055,89.812,0,4352.932,4827.853,-11.68273,-19.43285,-98.22214,7.78881,7.56987,12.44317,6.4039,6.06645,3.34074
CO,"M.D.C. Holdings, Inc.",IQ181003,2015,193.3845,1723.946,1710.886,1229.683,1589.839,1573.629,1162.117,-62.342,-58.123,-40.239,48.82,845.806,744.842,5.1723,30.02513,7.16751,3.57975,2.52574,2.1584,21.84421,32.91015,40.06452
MI,"Tower International, Inc.",IQ35650,2015,190.2495,2067.771,2102.019,2084.914,1893.662,1910.068,1927.195,97.24,95.894,118.371,0,454.073,411.59,52.6726,-29.46477,-22.77579,3.17661,2.95658,3.21393,22.49715,21.89357,19.58663
MI,Visteon Corporation,IQ245507,2015,364,7509,7439,6857,6895,6686,6231,340,269,229,97,607,473,3.44704,41.75492,7.6523,2.23649,1.37814,1.77981,31.25567,51.16868,40.73763
GA,"Beazer Homes USA, Inc.",IQ332730,2015,134.27,1463.767,1287.577,1005.677,1386.492,1244.899,1042.015,14.553,10.761,17.363,0,1512.183,1488.796,13.4405,-12.79403,-58.88626,12.21686,16.45032,37.25962,2.72915,-1.32334,-4.45177
OH,American Greetings Corp.,IQ250037,2015,338.7475,2010.969,1969.666,1868.739,1784.786,1776.757,1717.063,127.719,50.349,111.794,10.285,286.381,225.181,19.82633,10.01106,7.08391,3.90647,4.20011,2.20047,12.35295,14.06365,38.66115
VA,TEGNA Inc.,IQ20571,2015,1047.666,6008.174,5161.362,5353.197,4684.419,4232.547,4369.403,150.354,110.407,91.874,181.328,3707.01,1432.1,33.27569,14.30363,16.79673,3.79047,4.00578,2.02941,15.81911,17.32954,35.72471
IL,"tronc, Inc.",IQ171136214,2015,119.9065,1707.978,1795.107,0,1589.328,1600.147,0,22.268,19.736,0,279.614,0,0,36.61394,-9.45614,0,3.35894,1.01261,0,20.50249,70.31157,0
OH,"M/I Homes, Inc.",IQ328190,2015,150.158,1215.18,1036.782,761.905,1120.673,963.973,723.333,2.946,2.382,0.933,2.4375,379.61,296.275,9.76092,43.22297,6.41485,4.52477,5.29154,7.00078,15.60678,12.63806,8.11078
OH,The Wendy's Company,IQ23557,2015,464.786,2061.063,2487.41,2505.242,1671.69,2144.633,2173.391,298.471,224.245,197.59,75.117,1425.285,1444.651,6.65928,2.33711,0.27997,4.2372,4.7671,4.80286,18.59897,15.66934,14.42016
LA,Lamar Media Corp.,IQ3097546,2015,764.0025,1287.06,1245.842,1182.901,749.955,710.963,669.127,107.573,105.65,105.57,238.8,1882.867,2127.72,26.44708,4.40032,1.10349,3.95938,3.92092,4.55246,19.04815,18.03153,14.77162
VA,"Media General, Inc.",IQ336277,2015,350.266,674.963,269.912,359.722,493.302,210.313,247.998,36.615,15.166,17.886,0,905.783,135.998,4.78559,2.1899,56.17027,13.66666,15.6024,6.15349,4.19314,4.64147,4.21243
MN,"Life Time Fitness, Inc.",IQ136442,2015,444.9795,1290.62,1205.904,1126.947,917.328,855.502,796.897,429.459,345.648,223.094,0,824.093,691.867,10.17148,10.91539,10.90992,3.71793,3.1893,2.70033,17.79745,21.16153,24.09522
MA,Houghton Mifflin Harcourt Company,IQ214727961,2015,119.8165,1372.316,1378.612,1285.641,1265.964,1235.996,1107.632,67.145,59.803,50.943,0,243.125,245.625,-6.17686,-5.86119,-13.73188,2.50721,1.99801,2.51241,30.10873,39.7552,6.39346
NV,Station Casinos LLC,IQ326838,2015,426.284,1291.616,1256.137,1229.476,932.269,920.917,934.988,102.649,86.288,58.256,130.444,2141.365,2079.943,19.83573,-10.84848,1.62781,5.98737,6.72142,6.88337,9.75035,7.51291,5.36729
NY,MDC Partners Inc.,IQ379819,2015,219.0305,1223.512,1062.478,972.973,1088.591,1060.933,948.495,28.524,19.549,20.335,44.221,664.661,429.845,0.89477,77.28528,164.3175,4.98632,5.5607,5.71391,13.42194,11.7155,10.12815
TX,"Conn's, Inc.",IQ7620997,2015,244.2645,1223.542,993.362,715.503,1343.747,1015.1,750.629,61.507,52.127,32.353,0,262.531,320.978,9.41511,17.5699,12.71096,2.3187,1.00779,1.6229,23.13671,66.6233,43.75998
CT,Mohegan Tribal Gaming Authority,IQ3073720,2015,240.611,1292.718,1340.028,1399.313,1026.212,1029.955,1088.506,34.344,57.621,47.437,50,1651.593,1650.503,-14.91116,24.67463,31.05509,11.02611,8.15207,8.31971,3.92526,5.57636,6.98004
FL,Claire's Stores Inc.,IQ261596,2015,398.81,1494.251,1513.177,1557.02,1265.815,1262.316,1255.973,48.984,96.238,68.804,0,2373.366,2386.382,102.2056,134.00019,-6.97953,7.28285,7.05416,6.48715,4.85084,5.24007,6.85764
KY,Churchill Downs Incorporated,IQ260619,2015,320.266,812.934,779.325,732.383,654.284,627.475,580.031,56.736,51.421,41.298,15.186,369.191,0,6.59985,8.15857,9.48886,4.09814,1.99072,1.28999,19.33813,41.0563,63.79811
TX,Six Flags Entertainment Corporation,IQ435998,2015,484.2425,1175.793,1109.93,1070.332,838.901,693.363,717.723,108.66,101.853,99.989,184.3,1394.334,1398.966,25.27561,18.70091,43.32153,3.29003,3.38089,2.84955,24.04256,22.65826,28.99492
NC,"Extended Stay America, Inc.",IQ347306,2015,594.987,1213.475,1132.818,1011.462,675.23,649.31,595.832,173.239,172.54,271.464,108.285,2926.045,3605.708,5.16422,11.53969,1.80209,5.20713,5.67328,8.38668,12.29959,9.15502,4.56831
FL,Marriott Vacations Worldwide Corporation,IQ127149531,2015,200.1905,1210,1224,1135,1130,1166,1173,15,22,17,8,718,718,7.07733,6.77966,1.40044,0.67898,0.8582,1.29389,107.88769,82.21511,136.67813
OH,"Cedar Fair, L.P.",IQ96760,2015,470.191,1159.605,1134.572,1068.454,747.23,707.785,678.137,163.736,118.838,94.91,159.432,1547.294,1564.44,88.562,73.71297,68.76399,3.55893,3.57284,3.94597,21.16872,20.4611,18.28255
NY,New Media Investment Group Inc.,IQ30795,2015,137.0005,652.323,516.521,488.554,584.517,458.786,418.873,5.012,5.168,4.687,18.212,177.703,1213.174,-0.72883,-364.4815,3.35408,3.47852,3.13664,15.28284,21.17233,-6.20453,1.59159
CA,The Gymboree Corporation,IQ29232,2015,190.802,1228.74,1244.569,1275.664,1164.126,1166.062,1121.211,31.992,52.632,47.851,0.153,1138.455,1192.171,1381.3385,-58.78204,-1.7617,9.36729,8.60262,6.32196,3.38013,4.36285,8.47117
NY,"Weight Watchers International, Inc.",IQ754046,2015,265.064,1479.916,1724.123,1826.812,1131.368,1218.462,1279.367,51.686,61.934,78.733,0.08,2358,2305.54,-8.22411,-13.03947,-24.80945,6.18976,4.72334,4.43628,9.39857,13.02739,13.6342
GA,Cumulus Media Inc.,IQ27244,2015,258.8335,1263.423,1026.138,1076.582,986.318,727.358,718.949,19.006,11.081,6.607,0,2620.956,2624.599,2.23253,9.01217,-28.71893,8.24805,8.23849,7.37575,6.24959,5.37362,6.34333
TN,"Ruby Tuesday, Inc.",IQ346489,2015,132.3125,1126.566,1168.746,1251.487,1046.003,1120.998,1155.687,30.51,28.239,37.017,0,290.515,314.209,-0.68926,-13.24189,-4.27866,4.82869,5.2416,3.9847,13.30341,11.98605,15.11432
TX,"Nexstar Media Group, Inc.",IQ518638,2015,322.0105,631.311,502.33,378.632,397.177,335.363,232.178,20.389,18.955,17.26,18.445,1064.262,855.467,328.44858,34.73776,-202.26323,4.76373,6.18721,5.90917,15.29125,9.85043,11.06261
CT,"Affinion Group Holdings, Inc.",IQ31275536,2015,241.2,1242.8,1334.7,1494.6,1069.4,1130.1,1209.4,51,46.3,51.7,0,2246.5,2234.2,25.45347,9.23339,10.363,11.02556,10.07219,7.537,-0.7044,0.70899,4.67295
CA,The McClatchy Company,IQ287993,2015,188.8425,1146.552,1214.848,1309.639,942.364,955.153,998.228,23.007,32.675,34.04,0,1533.587,1866.655,101.1002,11.62584,-0.1323,3.876,5.81257,6.02212,-2.84909,7.41607,8.5414
MO,"Isle of Capri Casinos, Inc.",IQ323175,2015,222.1215,996.278,954.6,923.405,804.596,779.18,759.68,41.663,45.464,155.598,0,1156.469,1151.531,24.16562,-160.2853,-32.18538,5.21094,6.26711,7.00657,10.80643,8.88811,6.43022
NY,"Carrols Restaurant Group, Inc.",IQ59151858,2015,129.499,692.755,663.483,539.608,659.889,630.502,527.663,52.01,50.486,37.642,0,150,150,-41.49038,-16.15395,-25.20056,7.0683,6.17762,8.02393,6.46227,8.3878,6.08222
FL,"ILG, Inc.",IQ30205,2015,186.4035,614.373,0,473.339,459.266,0,327.088,19.087,0,14.94,25.243,253,260,21.688,0,15.63204,2.93592,0,1.56207,24.98444,0,47.05444
NV,"Eldorado Resorts, Inc.",IQ3133890,2015,130.044,361.823,247.186,254.74,315.625,207.573,221.248,10.564,7.413,9.181,0.575,168,170.5,-12.70399,25.0043,-1.50099,18.59037,4.49732,0,1.68076,13.0863,NM
FL,"Perry Ellis International, Inc.",IQ327353,2015,74.846,889.972,912.224,969.553,854.866,875.99,915.796,16.733,22.243,9.84,0,174.202,196.793,-11.44639,-6.3383,4.01255,5.23151,5.87077,4.10022,10.7032,8.16783,15.86142
NV,Everi Payments Inc.,IQ21826788,2015,204.34,593.053,582.444,584.486,536.327,516.356,511.865,18.021,13.986,13.654,0,0,0,5.39463,11.6915,14.32671,14.84742,1.53375,1.61389,5.6571,54.67088,49.35439
NV,Tropicana Entertainment Inc.,IQ79282541,2015,148.4985,746.661,557.667,612.789,620.494,479.866,531.047,80.554,58.905,44.45,0,294.771,168.959,34.18629,3.61064,3.24066,3.47746,4.19366,2.58711,13.65315,18.36035,29.96568
NY,Sotheby's,IQ303923,2015,305.5755,938.053,853.678,768.492,671.426,611.668,536.135,10.868,23.467,19.689,331.535,515.148,515.197,11.68013,12.19486,11.42024,2.9214,1.62993,2.29291,22.59765,39.83425,27.43633
AZ,"Cable ONE, Inc.",IQ679139,2015,312.754,814.812,825.707,804.992,515.974,535.552,527.647,177.4,141.949,156.605,0,0,0,17.44802,12.51241,NM,0.04677,0.03479,0,1526.13213,2262.63954,NM
OH,Libbey Inc.,IQ329891,2015,134.528,855.892,822.155,828.452,734.2683,705.687,705.692,54.393,49.407,32.72,0,408.585,461.884,4.76609,36.65389,26.66105,4.49384,3.33715,3.77479,15.2693,20.28216,12.02858
OH,The E. W. Scripps Company,IQ20119,2015,118.428,869.068,816.871,903.458,793.121,755.307,779.752,19.008,20.522,30.21,0,198.723,180.2,1.97904,-0.0875,7.63873,2.79556,2.74102,1.98872,33.20027,31.87569,41.069
GA,"Gray Television, Inc.",IQ322777,2015,196.022,508.134,346.298,404.831,315.816,237.986,228.182,32.215,24.053,24.523,0,842.65,832.867,24.63391,11.50388,18.01055,6.32486,7.54004,4.79003,10.1576,7.09765,13.37637
AZ,"AV Homes, Inc.",IQ252551,2015,0.04034,0.28591,0.14155,0,0.27888,0.14649,0,0.00182,0.00102,0,0,105.402,105.402,-0.55967,-3.65797,0,18.36383,691.12538,0,-0.4412,-6.61634,0
UT,"APX Group Holdings, Inc.",IQ28609655,2015,199.072,563.677,500.908,0,436.222,360.423,0,40.149,307.319,0,50,1762.049,1333,-66.78335,-21.29297,0,14.33285,12.32971,0,-0.66085,1.85657,0
OH,"Stoneridge, Inc.",IQ228755,2015,61.1055,660.579,947.83,938.513,605.713,873.862,875.325,24.754,25.344,26.352,1.083,185.045,181.311,-31.40146,10.12964,3.24524,2.22754,2.46071,2.93824,31.57974,27.90046,22.67877
FL,International Speedway Corporation,IQ354995,2015,218.8735,651.936,612.64,612.367,458.045,423.352,418.345,176.639,84.184,79.153,11.181,271.68,274.419,5.1169,3.57197,4.43494,0.68103,0.64047,1.12353,104.00487,148.68839,80.14973
FL,"WCI Communities, Inc.",IQ36492,2015,79.752,407.003,317.349,241.008,367.604,289.492,226.844,2.977,2.554,1.077,0,207.271,132.409,5.14201,44.26054,41.46695,5.67669,5.20453,6.6741,12.11835,12.37109,39.70046
MI,Horizon Global Corporation,IQ279402278,2015,54.43,611.78,588.27,0,568.39,563.15,0,11.44,15.26,0,0,0.67,0,7.98647,4.98446,0,1.11185,0.44088,0,70.03031,213.53638,0
CT,"Townsquare Media, Inc.",IQ33718,2015,105.8235,373.892,268.578,222.736,316.392,207.239,172.635,14.041,9.526,10.15,0,651.286,366.283,-6.01359,4.66583,2.07074,5.76976,10.45156,6.78379,9.55251,3.59426,6.14493
NC,"Speedway Motorsports, Inc.",IQ341530,2015,145.1975,484.309,480.649,490.16,345.725,334.819,333.667,21.715,11.868,26.213,24.86,455.736,506.144,3.06602,-0.73783,4.91956,2.20017,2.54675,2.72469,38.63436,28.1602,23.0181
CA,Global Eagle Entertainment Inc.,IQ36476295,2015,73.2665,387.735,0,0,390.296,0,0,9.074,0,0,0,1.153,0,-17.43209,0,0,2.32703,0,0,0.5571,0,0
PA,Entercom Communications Corp.,IQ395750,2015,113.2725,379.789,377.618,388.924,286.798,276.977,279.046,8.408,4.325,3.688,0,514.124,560.133,8.55034,9.24295,4.36862,4.79713,4.94424,4.95588,12.63668,11.8785,11.24857
MD,"Radio One, Inc.",IQ33574,2015,128.212,441.387,448.7,424.573,327.4,322.982,314.274,5.737,9.194,12.485,24.643,811.795,814.131,-129.42063,-56.70014,-24.05528,6.99426,6.35524,7.18766,4.84831,4.93273,3.27236
CO,"National CineMedia, Inc.",IQ7958431,2015,231.9,394,462.8,448.8,209.9,234.2,236.6,8.7,10.1,10.4,158.5,876,879,-3.51475,-10.38568,-3.4101,4.40008,3.45899,3.69259,17.2484,21.88648,20.96941
NY,"Town Sports International Holdings, Inc.",IQ35652,2015,112.2335,453.842,470.225,478.981,401.077,379.814,384.721,41.754,30.829,22.49,7.877,311.841,296.075,85.38243,-24.89395,-43.40068,5.35588,4.56382,4.3937,10.15285,14.74398,15.22271
MD,"Choice Hotels International, Inc.",IQ370714,2015,260.486,345.351,317.017,306.725,121.418,111.713,105.357,20.946,33.397,15.443,43.529,783.471,847.15,-27.55515,-22.62983,-42.01718,3.46885,3.77268,4.05058,14.68761,15.08284,16.16626
NV,Affinity Gaming,IQ3153346,2015,73.4845,387.991,390.488,403.176,337.476,333.515,334.216,17.241,31.72,26.425,0,374.038,389.435,-12.237,-0.48148,2.24209,7.75029,6.87702,4.64247,5.18542,6.96905,13.5013
NY,"Iconix Brand Group, Inc.",IQ288255,2015,198.9115,391.49,390.574,353.818,188.05,163.031,130.056,2.42,-14.938,1.595,0,1366.069,859.718,10.79594,9.19098,8.43737,6.33891,5.98218,4.06706,9.0981,9.96774,16.42583
CO,Jacobs Entertainment Inc.,IQ3097936,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"Salem Media Group, Inc.",IQ400224,2015,61.882,266.536,236.934,229.179,219.016,185.959,177.048,9.874,10.539,8.449,6.183,287.672,248.872,2.69851,-1.32351,2.2111,5.4564,5.32935,5.05218,12.31802,12.69035,10.91732
CA,Entravision Communications Corporation,IQ527252,2015,85.424,242.038,223.916,223.253,166.974,155.013,148.05,8.609,10.174,9.856,8.865,360.313,340.664,19.26402,189.25225,562.02479,4.1459,4.50875,4.30169,19.3195,14.58452,11.28576
IN,Emmis Communications Corp.,IQ28028,2015,48.63,237.938,205.146,196.084,198.16,176.033,171.89,3.514,3.057,3.364,5.428,131.494,229.725,860.20452,337.74274,11.34216,6.46832,4.19558,5.53844,8.92363,18.52585,5.20856
FL,"Spanish Broadcasting System, Inc.",IQ405465,2015,42.6825,146.28,153.774,139.522,105.964,109.388,96.381,2.216,2.307,1.591,0,274.998,276.884,31.6083,192.26743,27.85634,9.97906,8.67957,8.88641,-1.68051,-20.83428,0.08473
FL,"Hemisphere Media Group, Inc.",IQ226584812,2015,58.0385,111.989,86.005,0,68.34,63.628,0,2.971,1.802,0,0,170.731,52.404,4.24657,-2.31362,0,4.48494,5.82464,0,14.82994,11.80962,0
CA,"LBI Media, Inc.",IQ3632482,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,"Nathan's Famous, Inc.",IQ61292,2015,28.5695,99.112,79.752,71.069,77.901,67.674,58.011,1.538,4.339,0.998,115.11,0,0,-146.187,21.33897,23.71358,5.93409,0.82186,0.83345,10.44457,86.02955,80.12157
MI,Metaldyne Performance Group Inc.,IQ1040657,2015,0.53476,2.717,0,0,2.29094,0,0,0.15663,0,0,0.11126,1209.588,1061.373,17.22599,0,0,4.48172,0,0,13.7172,0,0
MI,General Motors Company,IQ61206100,2014,9219.5,152092,150295,148866,139904,140138,134525,7468,7938,6142,1066,3424,2760,9.53444,14.3322,22.13366,1.22647,2.09874,1.647,71.768,42.06018,52.21134
